reading_datestamp,co_prescaled,CO2_prescaled,no_prescaled,no2_prescaled,o3_prescaled,pm1_prescale,pm2_5_prescale,pm4_prescale,pm10_prescale,pm_total_prescale,pm_tpc_prescale,nox_prescaled,temperature_f,pressure,humidity
08/Oct/2021 19:30:00,398.53,440.24,1.75,13.19,22.34,3.74,4.83,5.37,7.9,7.9,2.04,14.94,70.3,988.3,70
08/Oct/2021 19:45:00,391.29,434.23,1.72,7.52,25.42,3.74,4.82,5.68,7.39,7.39,2.05,9.24,69.4,988.5,71
08/Oct/2021 20:00:00,422.16,439.32,1.2,8.2,21.97,3.88,4.87,5.43,7.78,7.78,2.1,9.4,68.7,988.6,71.9
08/Oct/2021 20:15:00,401.47,439.78,3.19,8.95,21.34,3.81,4.83,5.76,8.11,8.11,2.1,12.14,68,989,72.5
08/Oct/2021 20:30:00,438.75,446.25,4.73,14.35,17.88,4.15,5.18,6.01,9.15,9.15,2.25,19.08,67.3,988.7,73.6
08/Oct/2021 20:45:00,418.12,443.94,4.01,11.45,20.36,4.14,5.09,5.53,8,8,2.22,15.46,66.6,988.9,74.8
08/Oct/2021 21:00:00,405.8,440.7,5.48,8.26,22.16,4.82,5.88,6.78,10.62,10.62,2.58,13.74,66.2,989.3,75.8
08/Oct/2021 21:15:00,393.82,441.63,3.9,8.08,21.51,4.5,5.68,6.52,8.41,8.41,2.44,11.98,66,989,76
08/Oct/2021 21:30:00,366.72,438.85,5.37,6.4,22.22,4.51,5.43,6.06,7.91,7.91,2.44,11.77,65.7,988.9,76.5
08/Oct/2021 21:45:00,354.84,437,5.64,6.26,22.32,4.89,5.81,6.67,8.94,8.94,2.58,11.9,65.7,988.7,77
08/Oct/2021 22:00:00,343.93,436.08,3.64,8.12,22.58,5.07,6.09,6.98,9.84,9.84,2.69,11.76,65.5,988.8,77.1
08/Oct/2021 22:15:00,342.67,434.69,6.14,6.28,22.23,5.27,6.34,7.06,9.22,9.22,2.79,12.42,65.7,988.9,77.2
08/Oct/2021 22:30:00,336.01,436.54,5.77,6.04,21.19,6.25,7.5,8.24,11.36,11.36,3.3,11.81,65.7,988.8,76.7
08/Oct/2021 22:45:00,336.12,439.78,5.76,5.9,19.74,6.61,7.9,8.65,10.75,10.75,3.44,11.66,65.5,988.5,76.6
08/Oct/2021 23:00:00,329.97,439.32,6,5.79,19.63,6.91,8.24,9.16,10.13,10.13,3.58,11.79,65.1,988.5,76.6
08/Oct/2021 23:15:00,323.17,438.39,5.35,5.48,18.6,6.56,7.83,8.52,10.68,10.68,3.42,10.83,64.6,988.3,77
08/Oct/2021 23:30:00,319.23,436.54,5.6,5.32,20.41,5.6,6.63,7.42,9.24,9.24,2.95,10.92,64.2,988.5,77.5
08/Oct/2021 23:45:00,316.69,435.62,7.1,4.94,19.64,5.4,6.51,7.28,9.2,9.2,2.84,12.04,64,988.9,78.3
09/Oct/2021 00:00:00,313.75,438.39,6.03,4.63,19.03,5.17,6.36,7.28,8.54,8.54,2.74,10.66,63.7,989,78.2
09/Oct/2021 00:15:00,314.18,437,8.78,4.64,18.35,5.34,6.39,7.09,8.82,8.82,2.81,13.42,63.3,988.8,78.8
09/Oct/2021 00:30:00,312.35,437.47,5.6,4.66,19.43,5.2,6.22,7.06,9.08,9.08,2.78,10.26,63.1,988.7,79.3
09/Oct/2021 00:45:00,323.48,437.93,7.64,4.63,19.62,5.76,6.96,7.9,8.99,8.99,3.04,12.27,63,988.5,79.7
09/Oct/2021 01:00:00,318.82,439.78,6.99,4.7,18.26,5.84,6.92,7.54,9.32,9.32,3.08,11.69,62.8,988.5,79.8
09/Oct/2021 01:15:00,312.17,440.24,7.07,4.71,17.83,5.74,6.89,7.64,8.71,8.71,3.04,11.78,62.6,988.4,80.2
09/Oct/2021 01:30:00,310.54,442.09,7.14,4.76,18.69,6.11,7.2,8.03,9.75,9.75,3.19,11.9,62.4,988.6,80.9
09/Oct/2021 01:45:00,306.13,443.48,4.79,4.58,17.79,6.06,7.11,7.84,9.18,9.18,3.19,9.37,62.4,988.4,81.2
09/Oct/2021 02:00:00,304.32,443.48,8.28,4.34,18.33,5.86,7.04,7.96,9.1,9.1,3.11,12.62,62.4,988.4,81.3
09/Oct/2021 02:15:00,304.31,442.55,7.43,4.51,18.6,5.78,6.86,7.77,8.89,8.89,3.02,11.94,62.4,988.2,81.6
09/Oct/2021 02:30:00,301.48,441.63,8.08,4.57,18.37,5.83,6.91,7.7,9.39,9.39,3.08,12.65,62.4,987.9,81.6
09/Oct/2021 02:45:00,300.88,440.7,7.72,4.54,20.24,5.53,6.55,7.27,8.53,8.53,2.9,12.26,62.4,987.6,81.6
09/Oct/2021 03:00:00,298.57,437.93,7.68,4.45,20.45,5.33,6.41,7.12,8.93,8.93,2.84,12.13,62.6,987.8,81.4
09/Oct/2021 03:15:00,294.77,438.85,8.73,4.38,19.55,5.94,7.13,8.07,9.39,9.39,3.13,13.11,62.8,987.7,81.1
09/Oct/2021 03:30:00,295.99,439.32,7.11,4.82,18.19,5.48,6.5,7.21,9.33,9.33,2.89,11.93,62.8,987.7,80.7
09/Oct/2021 03:45:00,295.19,440.24,7.63,4.45,19.55,5.76,6.99,7.84,10.09,10.09,3.04,12.08,62.8,987.7,80.8
09/Oct/2021 04:00:00,292.66,441.17,7.34,4.21,19.36,6.02,7.13,8.03,9.92,9.92,3.14,11.55,62.8,988,80.6
09/Oct/2021 04:15:00,291.27,441.63,7.47,3.94,18.35,5.86,7.13,7.94,10.16,10.16,3.08,11.41,62.8,987.7,80.3
09/Oct/2021 04:30:00,288.76,441.17,7.71,4.04,18.41,5.94,7.14,8.02,9.67,9.67,3.16,11.75,62.8,987.8,80.4
09/Oct/2021 04:45:00,290.6,439.78,7.58,4,18.19,6.07,7.24,8,11.94,11.96,3.18,11.58,62.6,987.5,80.6
09/Oct/2021 05:00:00,291.87,439.78,7.41,4.01,17.6,5.8,6.93,7.73,10.05,10.05,3.08,11.42,62.6,987.5,80.6
09/Oct/2021 05:15:00,292.74,442.09,7.99,3.89,16.02,5.51,6.65,7.53,9.31,9.31,2.94,11.88,62.4,987.6,80.7
09/Oct/2021 05:30:00,292.4,443.94,6.98,3.66,16.21,5.65,6.64,7.42,9.31,9.31,2.96,10.64,62.4,987.4,81
09/Oct/2021 05:45:00,292.93,443.02,7.4,3.77,15.62,5.51,6.66,7.62,9.51,9.51,2.9,11.17,62.4,987.7,81.2
09/Oct/2021 06:00:00,290.74,443.48,8.09,4.15,15.38,5.42,6.61,7.51,8.95,8.95,2.88,12.24,62.6,987.6,81.2
09/Oct/2021 06:15:00,292.3,440.7,7.95,3.94,16.82,4.96,6.15,7.3,8.89,8.89,2.68,11.89,62.6,987.7,81.1
09/Oct/2021 06:30:00,292.61,437.93,7.2,4.08,17.8,4.47,5.55,6.35,8.43,8.43,2.44,11.28,62.6,987.6,81.2
09/Oct/2021 06:45:00,290.06,437.93,5.86,3.86,17.54,4.15,5.04,5.65,7.19,7.19,2.25,9.72,62.6,987.5,81.1
09/Oct/2021 07:00:00,290.92,441.17,7.16,4.33,16.34,4.18,5.33,6.41,7.91,7.91,2.28,11.49,62.6,987.5,80.9
09/Oct/2021 07:15:00,292.88,440.7,9.1,4.16,17.35,4.3,5.35,6.21,8.18,8.18,2.34,13.26,62.6,987.5,81.2
09/Oct/2021 07:30:00,300.51,438.39,10.31,4.84,16.68,4.24,5.28,6.07,8.57,8.57,2.32,15.15,62.6,987.7,81.7
09/Oct/2021 07:45:00,300.55,438.85,7.28,4.36,15.88,4.15,5.16,6.03,8.58,8.58,2.26,11.64,63.1,987.6,82
09/Oct/2021 08:00:00,296.82,439.32,7.8,4.61,15.64,3.94,4.97,5.59,8.38,8.38,2.18,12.41,64.2,987.2,81.6
09/Oct/2021 08:15:00,299.88,438.39,7.12,5.04,14.33,4.05,5.06,5.88,8.13,8.13,2.19,12.16,65.5,987.3,81.2
09/Oct/2021 08:30:00,298.51,438.85,10.46,5.52,15.16,4.08,5.1,5.92,7.63,7.63,2.2,15.98,66.9,987.5,80.3
09/Oct/2021 08:45:00,299.93,440.24,10.67,6.23,14.01,4.4,5.68,6.54,8.85,8.85,2.39,16.9,68.4,987.3,79.5
09/Oct/2021 09:00:00,297.81,438.85,12.27,6.71,14.57,4.84,6.03,6.67,9.5,9.5,2.58,18.98,69.8,986.4,78.2
09/Oct/2021 09:15:00,306.77,436.54,10.89,6.92,13.52,4.91,6.12,6.81,8.87,8.87,2.64,17.81,70.9,986.9,77.8
09/Oct/2021 09:30:00,305.16,436.08,12.3,7.52,14.08,4.54,5.73,6.59,9.83,9.83,2.47,19.82,72.3,986.6,76.8
09/Oct/2021 09:45:00,318.81,431.45,16.08,7.37,16.34,4.92,6.16,7.03,10.21,10.21,2.64,23.45,73.8,986.6,76.3
09/Oct/2021 10:00:00,308.55,430.53,16.87,7.02,20.26,5.38,6.73,7.49,10.82,10.82,2.87,23.89,75.7,986.5,73.5
09/Oct/2021 10:15:00,313.6,428.22,21.52,7.67,19.19,5.27,6.69,7.59,10.61,10.61,2.8,29.19,77.2,986.5,72.2
09/Oct/2021 10:30:00,309.96,429.6,23.69,7.92,19.73,5.19,6.73,7.73,10.98,10.98,2.8,31.61,78.8,986.4,70.4
09/Oct/2021 10:45:00,307.22,427.75,26.08,8.14,20.33,5.17,6.73,7.76,11.32,11.32,2.8,34.22,80.4,986.5,68.2
09/Oct/2021 11:00:00,313.25,427.75,30.65,8.22,21.43,5.32,7.02,8.16,12.08,12.11,2.88,38.87,81.7,986.5,67.2
09/Oct/2021 11:15:00,317.78,425.44,31.87,7.94,23.05,5.89,7.69,8.9,12.77,22.09,3.14,39.81,83.1,986.1,65.7
09/Oct/2021 11:30:00,313.3,424.51,35.13,7.64,25.81,6.41,8.3,9.4,12.53,12.53,3.4,42.77,84.2,985.9,63.7
09/Oct/2021 11:45:00,319.25,423.13,40.4,7.57,27.55,6.74,8.82,9.6,14.03,14.06,3.59,47.97,84.9,985.5,62.4
09/Oct/2021 12:00:00,322.01,421.28,41.71,7.77,29.02,7.75,10,11.33,16.56,16.97,4.05,49.48,85.8,985.7,61.1
09/Oct/2021 12:15:00,325.85,419.89,43.86,8.18,31.52,8.09,10.41,11.75,18.33,20.11,4.24,52.04,86.2,985.2,60
09/Oct/2021 12:30:00,333.22,420.81,41.53,8.15,31.9,7.8,10.23,11.54,16.14,25.49,4.12,49.68,86.5,984.7,59.7
09/Oct/2021 12:45:00,340.71,421.28,44.35,8.64,30.39,8.08,10.48,11.93,16.77,16.8,4.21,52.99,87.1,984.8,59.7
09/Oct/2021 13:00:00,337.31,423.13,51.17,7.68,32.84,8.51,10.97,12.28,18.57,19.98,4.46,58.85,88.3,984.8,58.2
09/Oct/2021 13:15:00,344.32,420.35,53.79,9.57,33.45,8.72,11.25,12.53,18.21,18.64,4.58,63.36,89.1,984.8,57.3
09/Oct/2021 13:30:00,341.27,419.43,52.06,10.4,32.73,9.35,11.8,12.9,19.16,19.59,4.83,62.46,89.2,984.7,56.6
09/Oct/2021 13:45:00,345.4,419.89,49.58,10.68,36.46,9.34,12.1,13.58,17.19,17.22,4.88,60.26,89.2,984.1,56.4
09/Oct/2021 14:00:00,341.36,419.89,49.15,11.02,37.82,9,11.15,12.22,16.89,16.92,4.61,60.17,89.4,983.5,55.9
09/Oct/2021 14:15:00,348.67,421.28,48.13,11.19,39.08,8.7,11.11,12.16,15.2,15.2,4.5,59.32,89.4,983.9,55.9
09/Oct/2021 14:30:00,362.49,420.81,46.43,10.86,39.66,8.74,11.06,11.98,16.71,26.06,4.51,57.29,89.1,983.7,55.8
09/Oct/2021 14:45:00,374.91,421.28,42.32,13,42.34,8.56,11.19,12.54,16.8,16.83,4.48,55.32,88.7,984,55.3
09/Oct/2021 15:00:00,377.27,421.74,35.75,11.3,42.43,8.49,10.82,11.9,15.8,15.83,4.4,47.05,88,983.9,56.3
09/Oct/2021 15:15:00,367.1,422.66,31.15,10.94,43.15,8.62,11.21,12.5,18.78,19.22,4.5,42.09,87.3,983.4,56.4
09/Oct/2021 15:30:00,385.73,421.74,29,13.41,43.63,8.68,11.15,12.42,17.12,17.15,4.51,42.41,86.4,983.4,57.2
09/Oct/2021 15:45:00,392.92,422.2,24.07,14.65,43.38,8.91,11.06,12,14.84,14.84,4.56,38.72,85.5,983.2,57.8
09/Oct/2021 16:00:00,394.27,422.66,21.94,16.22,42.28,8.88,11.06,11.9,15.8,15.83,4.59,38.16,84.9,983.1,58.7
09/Oct/2021 16:15:00,406.35,423.13,19.62,17.04,41.81,8.78,10.93,11.77,17.79,18.23,4.53,36.66,84.4,983.4,59.4
09/Oct/2021 16:30:00,389.41,421.28,22.58,15.11,42.11,8.46,10.62,11.61,14.59,17.53,4.38,37.69,84,983.6,59.7
09/Oct/2021 16:45:00,388.51,424.05,19.05,16.2,42.41,8.7,10.89,11.78,13.64,13.64,4.5,35.25,83.7,983.6,59.8
09/Oct/2021 17:00:00,371.78,423.13,18.54,20.9,40.51,8.72,10.96,12.12,17.08,17.11,4.53,39.44,83.1,983,60.4
09/Oct/2021 17:15:00,373.5,422.2,15.9,18.32,40.83,8.72,10.8,11.82,18.88,20.67,4.52,34.22,82.4,982.8,61.2
09/Oct/2021 17:30:00,378.2,424.51,14.4,19.01,39.85,8.65,11.01,12.18,18.39,18.82,4.53,33.41,81.7,983.1,61.9
09/Oct/2021 17:45:00,376.4,424.05,12.55,18.7,38,8.95,11.11,12.27,18.8,28.55,4.64,31.25,81.1,982.9,62.7
09/Oct/2021 18:00:00,373.27,426.37,10.91,16.12,38.93,8.49,10.67,11.99,18.6,19.03,4.46,27.03,80.4,982.8,63.3
09/Oct/2021 18:15:00,371.61,425.9,11.03,16.76,37.84,9.07,11.23,12.12,18.92,19.35,4.69,27.79,79.7,982.9,64.2
09/Oct/2021 18:30:00,373.67,425.44,9.57,16.43,37.57,8.88,10.98,11.9,17.92,18.35,4.58,26,79.2,983.7,65
09/Oct/2021 18:45:00,372.44,427.75,10.38,16.12,35.6,9.24,11.39,12.42,18.3,18.73,4.75,26.5,78.4,983.3,65.8
09/Oct/2021 19:00:00,370.64,427.75,10.19,14.95,34.41,9.45,11.42,12.39,17,18.38,4.87,25.14,77.9,983.2,66.5
09/Oct/2021 19:15:00,370.45,428.68,11.3,14.44,33.82,9.66,11.64,12.74,17.66,27.38,4.98,25.74,77.2,983.6,67.3
09/Oct/2021 19:30:00,369.2,428.22,7.24,14.38,33.48,9.79,11.76,12.7,16.97,17,5.02,21.62,76.6,983.2,68
09/Oct/2021 19:45:00,369.63,428.22,6.91,13.74,33.31,10.27,12.5,13.72,17.01,17.01,5.28,20.65,76.1,982.5,68.7
09/Oct/2021 20:00:00,366.79,427.75,8.55,12.05,33.28,10.18,12.3,13.33,17.77,17.8,5.22,20.6,75.7,982.2,69.3
09/Oct/2021 20:15:00,362.25,426.37,8.42,11.89,34.14,9.96,11.95,12.9,18.03,18.44,5.12,20.31,75.6,982,69.8
09/Oct/2021 20:30:00,356.06,425.44,11.12,11.28,33.91,9.55,11.37,12.14,18.21,19.62,4.88,22.4,75.6,982.1,69.9
09/Oct/2021 20:45:00,350.58,424.05,11.45,10.4,34.85,9.34,11.45,12.54,16.61,16.64,4.82,21.85,75.6,981.9,69.6
09/Oct/2021 21:00:00,348.81,422.2,11.34,11.76,35.58,9.48,11.35,12.11,18.11,18.54,4.85,23.1,75.9,982.3,69.3
09/Oct/2021 21:15:00,344.85,425.9,13,11.62,34.49,9.75,11.59,12.61,17.65,18.06,5.03,24.62,76.1,982.5,69.1
09/Oct/2021 21:30:00,346.82,424.98,14.09,10.88,33.47,9.89,11.92,12.99,18.81,19.24,5.1,24.97,75.9,982.4,69.2
09/Oct/2021 21:45:00,348.32,425.44,14.04,10.45,32.34,10.17,12.12,13.16,20.82,22.63,5.21,24.49,75.6,982.1,69.6
09/Oct/2021 22:00:00,350.81,425.9,14.7,8.73,33.11,10.2,12.09,12.91,15.74,25.06,5.2,23.43,75.2,982,70.1
09/Oct/2021 22:15:00,349.49,425.44,13.51,8.52,33.1,10.27,12.23,13.32,18.79,20.2,5.24,22.03,75,982.2,70.5
09/Oct/2021 22:30:00,347.83,425.44,11.93,8.35,31.96,10.53,12.55,13.6,17.91,17.94,5.4,20.28,74.5,982.6,70.9
09/Oct/2021 22:45:00,346.55,426.37,13.15,7.98,31.59,10.42,12.44,13.27,15.23,15.23,5.29,21.13,74.1,982.6,71.4
09/Oct/2021 23:00:00,347.36,425.44,13.28,8.32,30.87,10.34,12.19,13.02,17.55,17.57,5.3,21.6,73.8,982.6,71.8
09/Oct/2021 23:15:00,345.15,424.05,13.15,7.91,30.51,10.08,12.01,12.96,16.91,18.32,5.18,21.06,73.4,982.3,72.2
09/Oct/2021 23:30:00,340.11,425.9,10.46,7.77,31.19,9.91,11.75,12.53,14.78,14.78,5.1,18.23,73.2,982.4,72.5
09/Oct/2021 23:45:00,338.44,425.44,10.47,7.62,29.98,9.98,11.79,12.55,16.52,16.55,5.1,18.09,73,982.7,72.6
10/Oct/2021 00:00:00,337.02,424.51,12.84,7.5,29.08,9.82,11.47,12.45,15.35,15.35,5.01,20.34,72.7,982.8,72.6
10/Oct/2021 00:15:00,334.65,423.59,11.41,7.5,28.78,9.8,11.6,12.23,16.51,16.54,5.04,18.91,72.3,983,72.9
10/Oct/2021 00:30:00,330.85,425.44,11.89,7.32,28.12,10.05,11.85,12.76,15.54,15.54,5.13,19.21,72,982.7,73.2
10/Oct/2021 00:45:00,329.01,425.9,13.13,7.3,27.57,10.31,12.03,12.96,16.77,16.8,5.24,20.43,71.4,982.5,73.5
10/Oct/2021 01:00:00,325.19,424.98,12.21,7.03,25.63,10.18,12.07,13.08,17.25,17.28,5.22,19.24,71.2,982.5,73.7
10/Oct/2021 01:15:00,323.26,426.37,10.77,6.93,24.48,10.31,12.02,12.64,15.56,15.56,5.26,17.7,70.7,982.9,74.1
10/Oct/2021 01:30:00,328.06,427.75,11.28,6.65,25.72,10.21,11.94,12.71,14.91,14.91,5.18,17.93,70.2,982.8,74.7
10/Oct/2021 01:45:00,328.19,426.83,10.25,6.74,24.34,10.57,12.23,12.96,15.86,15.86,5.36,16.99,69.8,982.7,75.3
10/Oct/2021 02:00:00,326.06,427.29,8.45,6.25,23.44,10.78,12.67,13.74,17.01,17.01,5.46,14.7,69.4,982.6,75.7
10/Oct/2021 02:15:00,327.65,428.22,8.18,6.33,22.68,10.71,12.63,13.52,19.17,19.6,5.45,14.51,69.1,982.5,76.2
10/Oct/2021 02:30:00,327.71,428.68,7.81,6.39,22.98,10.7,12.5,13.35,14.77,14.77,5.42,14.2,68.9,982.4,76.8
10/Oct/2021 02:45:00,329.38,428.68,9.07,6.5,23,10.9,12.63,13.36,15.72,15.72,5.5,15.57,68.9,982.5,77.3
10/Oct/2021 03:00:00,326.92,428.68,8.87,6.66,22.01,10.94,12.7,13.48,15.55,15.55,5.48,15.53,68.7,982.6,77.6
10/Oct/2021 03:15:00,327.53,428.22,7.76,6.42,22.79,10.69,12.51,13.2,16.65,16.67,5.44,14.18,68.7,982.5,78
10/Oct/2021 03:30:00,326.04,428.22,8.31,6.38,22.5,10.58,12.5,13.35,16.4,16.4,5.44,14.69,68.7,982.4,78.2
10/Oct/2021 03:45:00,325.14,428.68,11.1,6.3,21.73,10.67,12.29,13.2,15.86,15.86,5.4,17.4,68.5,982.8,78.3
10/Oct/2021 04:00:00,322.27,426.83,8.05,6.87,21.51,10.65,12.35,13.1,15.62,15.62,5.4,14.92,68.5,982.3,78.4
10/Oct/2021 04:15:00,321.43,428.22,9.03,6.5,20.6,10.62,12.37,13.15,14.34,14.34,5.42,15.53,68.5,982.8,78.7
10/Oct/2021 04:30:00,319.08,427.29,11.25,6.06,20.57,10.49,12.02,12.54,15.79,15.82,5.3,17.31,68.4,982.7,78.7
10/Oct/2021 04:45:00,316.66,427.75,9.59,6.05,19.82,10.28,12.07,12.73,13.98,13.98,5.21,15.64,68.4,982.9,78.7
10/Oct/2021 05:00:00,315.09,427.29,11.19,6.03,21.42,9.83,11.58,12.71,15,15,5.05,17.22,68.4,983,78.7
10/Oct/2021 05:15:00,314.69,424.51,10.52,5.99,21.45,9.82,11.51,12.17,17.56,17.99,5.02,16.51,68.2,983.1,78.7
10/Oct/2021 05:30:00,312.4,426.37,10.34,5.75,21.62,10,11.71,12.43,15.18,15.18,5.07,16.09,68,982.8,78.6
10/Oct/2021 05:45:00,310.54,426.83,11.75,5.84,20.8,10.04,11.78,12.45,14.69,14.69,5.11,17.59,67.8,982.9,78.6
10/Oct/2021 06:00:00,310.59,426.37,12.97,5.75,20.45,10.08,11.75,12.41,15.13,15.16,5.14,18.72,67.6,982.7,78.8
10/Oct/2021 06:15:00,311.74,427.29,9.99,5.46,20.77,10.18,11.93,12.68,13.94,13.94,5.2,15.45,67.3,982.5,79.2
10/Oct/2021 06:30:00,312.1,428.68,10.98,5.44,20.25,10.46,12.15,13.28,14.46,14.46,5.28,16.42,67.3,982.5,79.6
10/Oct/2021 06:45:00,314.65,428.68,11.42,5.41,20.27,10.64,12.26,12.86,14.07,14.07,5.35,16.83,66.9,982.4,80
10/Oct/2021 07:00:00,315.43,428.68,10.48,5.25,20.45,10.82,12.39,13.03,15.73,15.73,5.48,15.73,66.7,982.4,80.3
10/Oct/2021 07:15:00,317.04,426.83,9.46,5.33,21.04,11.05,12.83,13.7,14.18,14.18,5.61,14.79,66.7,983,80.7
10/Oct/2021 07:30:00,320.22,426.37,9.68,5.77,21.18,11.41,12.97,13.38,15.39,15.39,5.77,15.45,66.7,982.8,81.3
10/Oct/2021 07:45:00,322.61,425.44,9.42,5.84,23.07,11.26,12.8,13.55,15.96,15.99,5.68,15.26,67.1,982.6,81.6
10/Oct/2021 08:00:00,321.65,424.51,10.96,6.03,21.99,10.98,12.79,13.57,14.24,14.24,5.58,16.99,67.8,983,81.3
10/Oct/2021 08:15:00,312.25,422.66,10.49,6.1,23.28,10.51,12.31,13.1,15.28,15.28,5.37,16.59,68.9,982.4,80
10/Oct/2021 08:30:00,315.35,423.13,12.5,6.82,21.92,10.31,12.09,12.89,15.04,15.04,5.23,19.32,69.8,982.7,79.6
10/Oct/2021 08:45:00,308.48,422.66,16.45,6.92,21.33,9.87,11.47,12.05,14.38,14.38,4.98,23.37,70.9,982.7,78.6
10/Oct/2021 09:00:00,302.85,423.59,15.52,7.18,21.25,9.93,11.89,12.55,14.79,14.79,5.04,22.7,72.3,983.2,76.9
10/Oct/2021 09:15:00,298.84,421.74,19.37,7.29,20.82,9.21,10.94,11.61,13.82,13.82,4.73,26.66,73.8,982.9,75.4
10/Oct/2021 09:30:00,288.3,421.74,21.43,7.68,19.84,9.24,11.15,11.91,14.9,14.9,4.7,29.11,75.2,982.7,73.7
10/Oct/2021 09:45:00,288.61,420.81,25.21,7.8,20.33,9,10.84,11.76,12.94,12.94,4.58,33.01,76.8,982.9,72.3
10/Oct/2021 10:00:00,277.72,420.81,27.81,7.78,19.8,8.62,10.42,11.21,12.94,12.94,4.42,35.59,78.6,983.4,70.1
10/Oct/2021 10:15:00,277.28,421.28,31.09,7.95,21.06,8.59,10.56,11.56,13.95,13.95,4.42,39.04,80.1,982.8,67.9
10/Oct/2021 10:30:00,278.13,420.81,31.94,8.15,20.11,8.52,10.71,11.89,13.47,13.47,4.4,40.09,81,982.7,67.2
10/Oct/2021 10:45:00,277.69,419.43,35.21,8.29,22.95,8.72,10.71,11.49,13.09,13.09,4.46,43.5,81.9,982.7,65.5
10/Oct/2021 11:00:00,285.34,419.43,33.41,8.69,23.05,8.83,10.91,11.8,12.96,12.96,4.53,42.1,82.8,982.5,64.9
10/Oct/2021 11:15:00,269.88,419.43,39.66,7.45,23.91,8.97,11.12,12.04,14.77,14.77,4.64,47.11,83.8,982.5,63.7
10/Oct/2021 11:30:00,272.77,418.5,42.03,8.2,23.3,8.35,10.45,11.18,13.47,13.47,4.32,50.23,84.9,982.4,62.1
10/Oct/2021 11:45:00,274.16,418.5,47.33,7.51,24.29,7.94,9.87,10.63,13.68,13.68,4.12,54.84,86,982,60.9
10/Oct/2021 12:00:00,304.67,417.58,44.81,8.43,25.46,8.23,10.35,11.24,13.5,13.5,4.26,53.24,86.7,982.4,60
10/Oct/2021 12:15:00,296.38,418.5,50.42,8.17,27.78,7.9,9.84,10.7,12.52,12.52,4.11,58.59,87.4,982.6,58.7
10/Oct/2021 12:30:00,290.49,417.11,50.79,8.12,27.04,7.54,9.6,10.69,13.75,13.75,3.94,58.91,88,982.2,58.5
10/Oct/2021 12:45:00,262.15,416.65,55.24,9.72,28.6,7.45,9.37,10.58,14.83,14.86,3.9,64.96,88.7,981.7,57.4
10/Oct/2021 13:00:00,252.97,416.65,57.95,9.66,30.32,7.24,9.25,10.3,12.83,12.83,3.76,67.61,89.4,981.8,56.4
10/Oct/2021 13:15:00,256.34,416.65,58.48,10.54,33.74,7.42,9.35,10.3,12.23,12.23,3.83,69.02,89.8,981.3,55.2
10/Oct/2021 13:30:00,276.79,415.26,53.75,10.02,34.98,7.38,9.45,10.41,12.92,12.92,3.86,63.77,89.6,980.8,54.4
10/Oct/2021 13:45:00,281.95,415.26,52.89,10.81,36.76,7.23,9.49,10.65,13.87,13.9,3.82,63.7,89.4,980.6,53.7
10/Oct/2021 14:00:00,284.04,413.41,53.71,9.9,36.01,7.43,9.84,10.81,11.92,11.92,3.9,63.61,89.4,980.5,52.7
10/Oct/2021 14:15:00,263.48,413.88,49.84,10.4,36.83,7.02,9.14,10.2,12.16,12.16,3.7,60.24,89.4,980.2,51.7
10/Oct/2021 14:30:00,259.88,414.34,50.83,11.26,37.18,6.86,9.06,10.14,13.76,13.76,3.63,62.09,89.4,980.1,51.6
10/Oct/2021 14:45:00,247.53,413.41,50.83,10.21,38.09,6.65,9.03,10.59,15.37,15.4,3.54,61.04,89.6,980.2,50.6
10/Oct/2021 15:00:00,239.64,412.95,49.61,10.76,38.45,5.88,7.96,9.48,12.68,12.68,3.16,60.37,89.4,979.9,49.2
10/Oct/2021 15:15:00,227.42,412.49,45.03,10.15,38.14,4.81,6.67,7.85,10.44,10.44,2.63,55.18,89.4,979.7,47.8
10/Oct/2021 15:30:00,214.09,409.71,46.05,10.64,39.27,4.27,6.05,7.07,12.44,12.84,2.38,56.69,89.4,979.6,46.2
10/Oct/2021 15:45:00,210.23,410.18,47.57,11.35,38.22,4.42,6.22,7.36,10.44,10.44,2.45,58.92,89.4,979.6,46.1
10/Oct/2021 16:00:00,212.6,410.64,42.07,12,38.42,4.52,6.47,7.85,11.07,11.07,2.52,54.07,89.4,979.8,46.5
10/Oct/2021 16:15:00,219.71,410.64,39.47,15.66,40.47,4.91,6.78,8.29,14.73,15.16,2.68,55.13,89.2,979.6,46.8
10/Oct/2021 16:30:00,236.71,410.18,34.4,11.99,43.16,5.08,6.99,8.38,13.18,22.53,2.77,46.39,88.7,979.5,47.1
10/Oct/2021 16:45:00,248.16,412.49,29.66,10.76,45.22,5.26,7.24,8.58,13.55,13.95,2.86,40.42,88,980,47.3
10/Oct/2021 17:00:00,258.52,411.1,26.09,11.43,44.76,5.02,6.7,7.8,12.74,12.77,2.7,37.52,86.9,979.5,47.5
10/Oct/2021 17:15:00,259.89,412.49,21.06,12.63,44.22,4.76,6.23,6.91,11.49,11.52,2.56,33.69,86,980.2,48.3
10/Oct/2021 17:30:00,263.61,412.95,17.23,13.34,44.33,4.42,6.12,7.23,12.33,12.35,2.44,30.57,85.1,979.9,48.7
10/Oct/2021 17:45:00,273.86,412.03,14.41,17.46,44.67,4.51,6.17,7.47,13.85,23.6,2.48,31.87,84.4,980,50
